author_id,author_name
34565,Pablo Rubinstein
34566,Francisco Rubio
34567,Francisco J. Rubio
34568,Hernán Rubio
34569,Rafael Rubio
34570,František Rublík
34571,Ben-zion Rubshtein
34572,Andrzej Ruciński
34573,Peter Ruckdeschel
34574,Gerta Rücker
34575,Andreas F. Ruckstuhl
34576,Ingo Ruczinski
34577,Nikolaus Rudak
34578,Tamás Rudas
34579,Serge Rudaz
34580,Ernest Rudd
34581,Rose Anne Rudd
34582,L. W. Ruddock
34583,Glenn D. Rudebusch
34584,Mats Rudemo
34585,Avraham Ruderman
34586,B. Rüdiger
34587,Cynthia Rudin
34588,Edmund Rudiuk
34589,Birgit Rudloff
34590,Jerzy Rudnicki
34591,Christopher J. Rudnisky
34592,Daniel Rudolf
34593,Stephan M. Rudolfer
34594,Dan Rudolph
34595,Daniel Rudoy
34596,Sarita Rudra
34597,Kyle Rudser
34598,Richard K. Rudy
34599,Håvard Rue
34600,Montserrat Rué
34601,Gerta Ruecker
34602,Thomas Rueckstiess
34603,Cristina Rueda
34604,María Del Mar Rueda
34605,Raúl Rueda
34606,Matthew Rueffer
34607,Johannes Ruf
34608,Suela Ruffa
34609,Pierre Ruffie
34610,C. Ruffieux
34611,Yann Ruffieux
34612,Paulo R. Ruffino
34613,Kaspar Rufibach
34614,María Jesús Rufo
34615,David J. Rugg
34616,Fabrizio Ruggeri
34617,Resy Ruggiata
34618,Eric Ruggieri
34619,Mariantonietta Ruggieri
34620,Katya Ruggiero
34621,Matteo Ruggiero
34622,Arvind Ruggoo
34623,David Rugh
34624,Ernst A. Ruh
34625,Felix Ruhaltinger
34626,Changxiang Rui
34627,E. J. Ruitenberg
34628,Ramiro Ruiz-cárdenas
34629,Juan Eloy Ruiz-castro
34630,N. Ruiz-fuentes
34631,Anne Ruiz-gazen
34632,María D. Ruiz-medina
34633,Juan Carlos Ruiz-molina
34634,Guillermo M. Ruiz-palacios
34635,Carmen Ruiz-rivas
34636,S. Ruiz-velasco
34637,Mariano Ruiz Espejo
34638,Manuel Ruiz Marín
34639,Diego P. Ruiz
34640,Edilberto Ruiz
34641,Esther Ruiz
34642,Felipe Ruiz
34643,Francisco J. R. Ruiz
34644,Jose M. Ruiz
34645,M. Ruiz
34646,Marcelo Ruiz
34647,María-del-carmen Ruiz
34648,Andrew Rukhin
34649,Andrey Rukhin
34650,Erlis Ruli
34651,Valeria Rulloni
34652,Pavlina Rumcheva
34653,Rafael Rumí
34654,D. Rummel
34655,Deborah Rumsey
34656,Ralf Runde
34657,Tatjana Rundek
34658,Philip W. Rundel
34659,George Runger
34660,Wolfgang J. Runggaldier
34661,Marina K. Runovska
34662,Nicholas Ruozzi
34663,Maduka Rupasinghe
34664,N. Rupin
34665,David Ruppert
34666,Martin Ruppert
34667,Simbarashe Rusakaniko
34668,Dmitry Rusakov
34669,Jarmo Rusanen
34670,Thomas Rusch
34671,Ludger Rüschendorf
34672,A. John Rush
34673,Stephen T. A. Rush
34674,Julia T. Rushing
34675,D. N. Rushton
34676,Gerard Rushton
34677,Lesley Rushton
34678,Alastair Rushworth
34679,Heikki Ruskeepää
34680,Estelle Russek-cohen
34681,Andrzej Russek
34682,Estelle Russekcohen
34683,Channing Russell
34684,D. Russell
34685,G. Russell
34686,I. T. Russell
34687,K. Russell
34688,Louise B. Russell
34689,N. S. Russell
34690,Steven Russell
34691,Helmut Rüssmann
34692,Cibele M. Russo
34693,Francesco Russo
34694,L. Russo
34695,Ralph P. Russo
34696,Giorgio Russolillo
34697,Maria Russolillo
34698,Albert E. Rust
34699,Henning W. Rust
34700,Keith Rust
34701,Philip F. Rust
34702,Steven W. Rust
34703,William N. Rust
34704,Jagdish S. Rustagi
34705,Berc Rustem
34706,Andrzej Ruszczyński
34707,Miklós Ruszinkó
34708,Katja Rutar
34709,David M. Ruth
34710,B. Rutherford
34711,Mark Rutherford
34712,Philipp Rütimann
34713,Danuta Rutkowska
34714,Leszek Rutkowski
34715,Marek Rutkowski
34716,J. J. Rutledge
34717,James H. Rutledge
34718,Ida Ruts
34719,Carolyn M. Rutter
34720,Erica Rutter
34721,Joni L. Rutter
34722,Kaire Ruul
34723,C. Ruwet
34724,Frits Ruymgaart
34725,P. S. Ruzankin
34726,Anastasia Ruzmaikina
34727,I. Z. Ruzsa
34728,D E Ruzzante
34729,Boris Ryabko
34730,Daniil Ryabko
34731,T. A. Ryall
34732,D. A. J. Ryan
34733,D. M. Ryan
34734,Elizabeth G. Ryan
34735,Emily M. Ryan
34736,Joyce Ryan
34737,Kenneth J. Ryan
34738,Louise Ryan
34739,Mark R. Ryan
34740,Michael Ryan
34741,Patrick B. Ryan
34742,T A Ryan
34743,Terence M. Ryan
34744,Thomas P. Ryan
34745,Lisa Rybicki
34746,Denis Rybin
34747,Igor Rychlik
34748,Tomasz Rychlik
34749,Zdzisław Rychlik
34750,Tina Hviid Rydberg
34751,Jesper Rydén
34752,Tobias Rydén
34753,Robin J. Ryder
34754,W. D. J. Ryder
34755,Sture Rydin
34756,Jerzy P. Rydlewski
34757,Jennifer L. Ryea
34758,Martin Ryffel
34759,Elena Rykhlevskaia
34760,Vladimir Rykov
34761,Vyacheslav V. Rykov
34762,J. Rynkiewicz
34763,Duchwan Ryu
34764,Euijung Ryu
34765,Jaena Ryu
34766,Keunkwan Ryu
34767,W. Ryu
34768,Alex Ryutov
34769,Michał Ryznar
34770,Ping Sa
34771,Rabih Saab
34772,David Saad
34773,Nadia Saad
34774,Yousef Saad
34775,Diane Saada
34776,Ellen Saada
34777,Foued Saâdaoui
34778,Maral Saadati
34779,Nora Saadi
34780,A Saah
34781,Maytal Saar-tsechansky
34782,Enn Saar
34783,Olli Saarela
34784,Angeles Saavedra
34785,P. Saavedra
34786,Daniel Sabanés Bové
34787,Robert Sabatier
34788,Sivan Sabato
34789,Chiara Sabatti
34790,Darius J. Sabavala
34791,Régis Sabbadin
34792,Arman Sabbaghi
34793,Camille Sabbah
34794,N. Sabbe
34795,Till Sabel
34796,Veronica Sabelnykova
34797,Amin Saberi
34798,Mohammad Saberian
34799,Avideh Sabeti
34800,Antony Sabin
34801,Caroline A. Sabin
34802,Md. Sabiruzzaman
34803,Sanjeev Sabnis
34804,Kristian Sabo
34805,Roy T. Sabo
34806,João Luiz Maurity Saboia
34807,Radka Sabolova
34808,Christophe Sabot
34809,Anne Sabourin
34810,Jeremy A. Sabourin
34811,Rachid Sabre
34812,Shamsul Rijal Muhammad Sabri
34813,Sarven Sabunciyan
34814,S. Saburi
34815,Farzad Sabzikar
34816,D. Sacchetti
34817,Ralph Sacco
34818,Ivan Sache
34819,Abhinav Sacheti
34820,A. Sachlas
34821,Michael C. Sachs
34822,J. Chris Sackellares
34823,S. E. Sackey
34824,Harold Sackrowitz
34825,Marian Sackrowitz
34826,Frank M. Sacks
34827,Henry S. Sacks
34828,Jerome Sacks
34829,H. J. Sadaei
34830,M. K. Sadaghiani
34831,G. Sadasivan
34832,Gaku Sadasue
34833,Kayvan Sadeghi
34834,B. Sadeghpour-gildeh
34835,Amr Sadek
34836,Christian Sadel
34837,Michel Sadelain
34838,Mauricio Sadinle
34839,Hassan Sadiq
34840,Ourida Sadki
34841,William A. Sadler
34842,Jerald Sadoff
34843,Mohammad Sadooghi-alvandi
34844,Amir Sadrolhefazi
34845,D. Sadykova
34846,Solve Sæbø
34847,S. Saeed Ahmadi
34848,Nasir Saeed Khan
34849,Benjamin Saefken
34850,Takumi Saegusa
34851,Ayoub Saei
34852,Hiroyuki Saeki
34853,Eduardo Sáenz-de-cabezón
34854,Carl-erik Saerndal
34855,Bernt-erik Sæther
34856,Jon Sætrom
34857,Yvan Saeys
34858,A. J. Sáez-castillo
34859,Marc Saez
34860,Reza Safabakhsh
34861,Mahboobeh Safaeian
34862,Maryam Safarkhani
34863,Nasia Safdar
34864,J. Safedo Kamdem
34865,Viktoras Saferis
34866,Amir Saffari
34867,M. Safiul Haq
34868,Sandra Safo
34869,Charles Safran
34870,Masahiko Sagae
34871,Nobusumi Sagara
34872,Karen Sagatelian
34873,D. B. Sager
34874,Thomas W. Sager
34875,Abbas Saghaei
34876,Aamir Saghir
34877,Serik Sagitov
34878,Abass Sagna
34879,Guillaume Sagnol
34880,Anthony Sagris
34881,Paramita Saha-chaudhuri
34882,Rita Saha Ray
34883,Amitava Saha
34884,Ankan Saha
34885,Chandan Saha
34886,Gour Mohan Saha
34887,Koushik Saha
34888,Krishna Saha
34889,Marja-terttu Saha
34890,P. Saha
34891,S. Saha
34892,Shampa Saha
34893,Ajit Sahai
34894,Ashok Sahai
34895,Hardeo Sahai
34896,Artur A. Sahakyan
34897,Maneesh Sahani
34898,Hichem Sahbi
34899,A. Sahli
34900,Claudia R. Sahm
34901,Michael Sahm
34902,J. Sahoo
34903,L. N. Sahoo
34904,Shyamsundar Sahoo
34905,Lingaraj Sahu
34906,Sujit K. Sahu
34907,Mériem Saïd
34908,Saïd E. Saïd
34909,Yasmin H. Said
34910,Mohamed Saidane
34911,Gerald M. Saidel
34912,Mohammad Saidi-mehrabad
34913,Abdessamad Saidi
34914,H. Saigo
34915,Hayato Saigo
34916,Tatsuhiko Saigo
34917,Yusuke Saigusa
34918,Khalil G. Saikali
34919,Pentti Saikkonen
34920,Oliver Sailer
34921,Stephan Sain
34922,Philippe Saint-pierre
34923,L. Saint André
34924,Haris I. Sair
34925,Michaela Saisana
34926,Yasumasa Saisho
34927,Nen Saito
34928,Takayuki Saito
34929,Yoshihiro Saito
34930,Yuki Saito
34931,Toshifumi Saitoh
34932,Lorenza Saitta
34933,Farkhondeh Sajadi
34934,Paul Sajda
34935,N. K. Sajeevkumar
34936,S. G. Sajjan
34937,Tolulope T. Sajobi
34938,Akira Sakai
34939,Hideaki Sakai
34940,Michio Sakakihara
34941,Leonidas Sakalauskas
34942,Sadullah Sakallioğlu
34943,Junichi Sakamoto
34944,Wataru Sakamoto
34945,Yosiyuki Sakamoto
34946,Yuji Sakamoto
34947,Fumitake Sakaori
34948,Charlotte Sakarovitch
34949,Hirotaka Sakasegawa
34950,Horotaka Sakasegawa
34951,Shinichi Sakata
34952,Toshio Sakata
34953,D. M. Sakate
34954,Lyudmila Sakhanenko
34955,Lyudmyla Sakhno
34956,Amal Saki Malehi
34957,Kenji Sakiyama
34958,Nikolaos Sakkas
34959,Masato Sakon
34960,Georgios Sakoulis
34961,Anat Sakov
34962,Agata Sakowicz
34963,Joseph W. Sakshaug
34964,Eero Saksman
34965,R. Sakthivel
34966,Mari Sakudo
34967,Noriyoshi Sakuma
34968,Tetsuro Sakurai
34969,Carole Sala
34970,Eeva Sala
34971,Emanuela Sala
34972,Ramon Sala
34973,Sara Sala
34974,Raviprakash R. Salagame
34975,Khardani Salah
34976,Salahuddin
34977,Ruslan Salakhutdinov
34978,Tapio Salakoski
34979,Ibrahim Salama
34980,Begoña Salamanca-miño
34981,Mustafa Salamh
34982,Ali Salami
34983,Hugh Salamon
34984,Georgia Salanti
34985,Diego Salas-gonzalez
34986,Christian Salas
34987,Estrella Salas
34988,Guillermo Salas
34989,M. Salau
34990,Juan-josé Salazar-gonzález
34991,Diego Salazar
34992,Esther Salazar
34993,I. Salazar
34994,Juan C. Salazar
34995,Gladys E. Salcedo
34996,John Salch
34997,Dayna P. Saldaña-zepeda
34998,Paulo H. N. Saldiva
34999,A. K. Md. E. Saleh
35000,Amina A. Saleh
35001,H. M. Saleh
35002,E. T. Salehi
35003,Habib Salehi
35004,Mahdi Salehi
35005,Mohammad Salehi
35006,Fathi M. Salem
35007,Maram Salem
35008,Shawki A. Salem
35009,Philippe Salembier
35010,Michael K. Salemi
35011,P. R. Holanda Sales
35012,Justin Salez
35013,M. P. Salganik
35014,Matthew J. Salganik
35015,Fátima Salgueiro
35016,Attila Sali
35017,R. N. Salia
35018,Matías Salibian-barrera
35019,Miquel Salicrú
35020,Nicanor Z. Saliendra
35021,Agus Salim
35022,Tim Salimans
35023,Hugo S. Salinas
35024,Victor H. Salinas
35025,Ernesto Salinelli
35026,Gabriella Salinetti
35027,Silvia Salini
35028,Thomas S. Salisbury
35029,Afeez Adebare Salisu
35030,Brian Sallans
35031,William M. Sallas
35032,Ansaf Salleb-aouissi
35033,Tamer Salman
35034,M. Salmanpour
35035,Luigi Salmaso
35036,Antonio Salmerón
35037,Diego Salmerón
35038,Román Salmerón
35039,Rachid Salmi
35040,Paavo Salminen
35041,Tiina Salminen
35042,Daniel A. Salmon
35043,David P. Salmon
35044,Joseph Salmon
35045,Mark Salmon
35046,Mike Salmon
35047,Roland Salmon
35048,Rob Salmond
35049,Matti K. Salo
35050,Laurent Saloff-coste
35051,M. Salomé Cabral
35052,D. Salomé
35053,Antoine Salomon
35054,Jean-bernard Salomond
35055,Donna Salopek
35056,Pau Salsas
35057,David S. Salsburg
35058,A. T. Salt
35059,Andrea Saltelli
35060,Michael Salter-townshend
35061,Amy Salter
35062,Stephen Salter
35063,Robert Saltstone
35064,Jūratė Šaltytė Benth
35065,Laura Šaltytė
35066,Bonifacio Salvador
35067,Manuel Salvador
35068,Alberto Salvan
35069,Alessandra Salvan
35070,Nicola Salvati
35071,Stella M. Salvatierra
35072,Giovanni Salvi
35073,Ruth Salway
35074,Marcia Salzano
35075,Julia Salzman
35076,Peter Salzman
35077,Abdoul G. Sam
35078,Wilson Sama
35079,S. Yaser Samadi
35080,Carlos P. Samanez
35081,Francisco J. Samaniego
35082,B. K. Samanta
35083,D. Samanta
35084,M. Samanta
35085,Mayukh Samanta
35086,S. K. Samanta
35087,Sisir Kumar Samanta
35088,Tapas Samanta
35089,Basil Samara
35090,Issam K. Samarah
35091,Nishantha Samarakoon
35092,K. Samaranayake
35093,V. A. Samaranayake
35094,V. K. Samaranayake
35095,Alexander Samarov
35096,Daniel Samarov
35097,Klairung Samart
35098,N. A. Samat
35099,Nagiza F. Samatova
35100,Hani Samawi
35101,Rawane Samb
35102,N. Sambamoorthi
35103,Francesco Sambo
35104,R J Sambrook
35105,Valeria Sambucini
35106,Christopher P. Sambuco
35107,Allou Samé
35108,Koichi Sameshima
35109,Jonathan M. Samet
35110,Noelle I. Samia
35111,Cyrus Samii
35112,Yaser Samimi
35113,Susanne Saminger-platz
35114,M. Samiuddin
35115,Mary D. Sammel
35116,S. Samn
35117,Evangelia Samoli
35118,Inga Samonenko
35119,Gennady Samorodnitsky
35120,K. Samotij
35121,Wojciech Samotij
35122,Yacouba Samoura
35123,S. 1 Sampath
35124,S. 2 Sampath
35125,Allan Sampson
35126,C. B. Sampson
35127,J L Sampson
35128,Joshua N. Sampson
35129,Michael Sampson
35130,Paul D. Sampson
35131,Gregory P. Samsa
35132,Eigil Samset
35133,Oddgeir Samset
35134,Adeline Samson
35135,Paul-marie Samson
35136,Scott Samson
35137,Ester Samuel-cahn
35138,Mathews P. Samuel
35139,Michael D. 1 Samuel
35140,Michael D. 2 Samuel
35141,Philip Samuel
35142,Ester Samuelcahn
35143,Manuel Samuelides
35144,Myra L. Samuels
35145,Stephen M. Samuels
35146,Steven J. Samuels
35147,Sven Ove Samuelsen
35148,Frank W. Samuelson
35149,Monjed H. Samuh
35150,Michael E. Samuhel
35151,Jorge D. Samur
35152,Richard Samworth
35153,Magali San Cristobal
35154,Ernesto San Martín
35155,Jaime San Martín
35156,Luiz San Martin
35157,R. San Martín
35158,Aristide San Martini
35159,Silvina San Martino
35160,Miguel San Miguel
35161,M. Sanaa
35162,G. Sanacora
35163,Maurizio Sanarico
35164,Lalitha Sanathanan
35165,M. H. Sanati
35166,Alessio Sancetta
35167,José M. Sánchez-bornot
35168,Ismael Sanchez-borrego
35169,Fatima Sanchez-cabo
35170,A. Sanchez-gomez
35171,Rocío Sánchez-mangas
35172,Eusebio Gómez Sánchez-manzano
35173,Julio Sanchez-meca
35174,Andres Sanchez-perez
35175,César Sánchez-sellero
35176,Belén Sánchez-valverde
35177,Emma V. Sanchez-vaznaugh
35178,M. V. Sánchez De Naranjo
35179,Jorge Sánchez Ortiz
35180,Alex Sanchez
35181,Alvaro I. Sánchez
35182,Brisa N. Sánchez
35183,G. Sánchez
35184,Ismael Sánchez
35185,J. A. Cano Sanchez
35186,M. Matilde Sanchez
35187,María Jesús Sánchez
35188,P. S. Sanchez
35189,Susan M. Sanchez
35190,E G Sanchezmanzano
35191,Gabriela R. Sanchis
35192,Inger Sandanger
35193,Gabriel Sandblom
35194,Gary D. Sandefur
35195,Dennis Sandell
35196,Johannes Sander
35197,Brett K. Sandercock
35198,R. S. Sanderlin
35199,Christopher L. Sanders
35200,Richard D. Sanders
35201,Seth Sanders
35202,Stephan J. Sanders
35203,William H. Sanders
35204,Conrad Sanderson
35205,J. Sanderson
35206,W C Sanderson
35207,Scott A. Sandgathe
35208,Tuomas Sandholm
35209,Jat Sandhu
35210,M. K. Sandhu
35211,E. Sandhya
35212,Etienne Sandier
35213,R. L. Sandland
35214,Dale P. Sandler
35215,Howard Sandler
35216,Werner Sandmann
35217,George G. S. Sandor
35218,Carlos J. Sandoval
35219,Mônica C. Sandoval
35220,Sven Sandow
35221,O. Sandra
35222,Marco Sandri
35223,Nikola Sandrić
35224,Alvaro Sandroni
35225,Barbara N. Sands
35226,Laura Sands
35227,Adrian Sandu
35228,Geir Kjetil Sandve
35229,Leiv Sandvik
35230,Manisha Sane
35231,Sharad S. Sane
35232,Hilary Saner
35233,Philippe Saner
35234,Jerome Sanes
35235,S. Sanfelici
35236,Giuseppe Sanfilippo
35237,Andrew D. Sanford
35238,Chunmeng Sang
35239,E F T K Sang
35240,Hailin Sang
35241,Huiyan Sang
35242,Dimitri Sanga
35243,Laura M. Sangalli
35244,Todd M. Sanger
35245,Sujay Sanghavi
35246,Joel Sango
35247,Carmen Sangüesa
35248,Guido Sanguinetti
35249,Phumelele Sangweni
35250,Antonio Sanhueza
35251,A. Sani
35252,Erwin Saniga
35253,Ashish P. Sanil
35254,N. Sanjari Farsipour
35255,Deepak Sanjel
35256,J Sankala
35257,P. G. Sankaran
35258,Aswin C. Sankaranarayanan
35259,David Sankoff
35260,Abdul J. Sankoh
35261,Pilar Sanmartín
35262,Pietro Sanna
35263,Mary Sano
35264,Jose Almer T. Sanqui
35265,Prashant S. Sansgiry
35266,Andreu Sansó
35267,Bruno Sansó
35268,P. Sansom
35269,Laure Sansonnet
35270,Carlos Santa Cruz
35271,L. Santamaría
35272,Filippo Santambrogio
35273,Lucia Santana
35274,Rosangela G. Santana
35275,A P Santanna
35276,Jill Santanna
35277,Thomas Santarius
35278,M. S. Santhanam
35279,Narayana Santhanam
35280,Louis S. Santiago
35281,Thomas Santner
35282,Adriana Santoro
35283,Emiliano Santoro
35284,Matteo Santoro
35285,M. T. Santos-martín
35286,Vítor Santos Costa
35287,Ana Cristina Santos
35288,André A. P. Santos
35289,Bruno Santos
35290,Bruno R. Santos
35291,J. Santos
35292,J. D. Santos
35293,João Santos
35294,Jose R. S. Santos
35295,Kathleen Santos
35296,Reginaldo J. Santos
35297,Thiago R. Santos
35298,Wagner B. Santos
35299,Anais Santourian
35300,Sourav Santra
35301,U. Santra
35302,Paolo Santucci De Magistris
35303,Suman Sanyal
35304,Jesus-maria Sanz-serna
35305,Marta Sanz-solé
35306,Gerardo Sanz
35307,Luis Sanz
35308,Theofanis Sapatinas
35309,Guillermo Sapiro
35310,P. N. Sapirstein
35311,Gilbert Saporta
35312,Funmilayo W. O. Saporu
35313,A. Sapounakis
35314,Artëm Sapozhnikov
35315,Benjamin Sapp
35316,Stephanie Sapp
35317,José Sarabia
35318,Jérôme Saracco
35319,C. Sarada
35320,Kurtis Sarafin
35321,Erlandson F. Saraiva
35322,Marley A. Saraiva
35323,Paulo Saraiva
35324,Pedro Saramago
35325,Chekad Sarami
35326,Jagdish Saran
35327,Hewa Saranadasa
35328,Nicholas Sarantis
35329,Rathindra Sarathy
35330,Sunita Sarawagi
35331,Pascal Sarda
35332,Sylvain Sardy
35333,Jaakko Särelä
35334,J. M. Sargeant
35335,Daniel Sargent
35336,Dawn Sargent
35337,James Sargent
35338,Ammar M. Sarhan
35339,George Saridakis
35340,O. Sarig
35341,Sarika
35342,V. Sarin
35343,K. Sarkadi
35344,Abhra Sarkar
35345,Angshuman Sarkar
35346,Anish Sarkar
35347,Anjan Kumar Sarkar
35348,Deepayan Sarkar
35349,Ila C. Sarkar
35350,Jyotirmoy Sarkar
35351,Nityananda Sarkar
35352,Purnamrita Sarkar
35353,Sahadeb Sarkar
35354,Sanat K. Sarkar
35355,Shakuntala Sarkar
35356,Somnath Sarkar
35357,Sudeep Sarkar
35358,Shah-jalal Sarker
35359,Khachatur Sarkisian
35360,Aila Särkkä
35361,Anjan Kumar Sarkka
35362,Simo Särkkä
35363,Peter Sarkoci
35364,B. Särlvik
35365,P. Sarmah
35366,Pasquale Sarnacchiaro
35367,A. J. Q. Sarnaglia
35368,Carl Erik Särndal
35369,Wojciech Sarnowski
35370,Jesus Sarol
35371,Ameet Sarpatwari
35372,Amadou Sarr
35373,Annalina Sarra
35374,Christophe Sarran
35375,Graeme R. Sarson
35376,Marko Sarstedt
35377,Mathieu Sart
35378,Hana Ahmad Sartawi
35379,Bagus Sartono
35380,Karla Sartor
35381,Nicola Sartori
35382,Ben Sartorius
35383,Gordon E. Sarty
35384,Dinesh G. Sarvate
35385,Anand D. Sarwate
35386,A. Sarychev
35387,Shoichi Sasabuchi
35388,Makiko Sasada
35389,Hisako Sasahara
35390,M. Sasako
35391,Tomohiro Sasamoto
35392,A. J. Sasco
35393,Andreas I. Sashegyi
35394,P. Sashikala
35395,Peter Sasieni
35396,Refik Saskin
35397,Igal Sason
35398,Taoufik Sassi
35399,Emanuela Sasso
35400,C. C. A. Sastri
35401,S. Sastrosoewignjo
35402,D. V. S. Sastry
35403,Narayan Sastry
35404,Zoltán Sasvári
35405,Jaya M. Satagopan
35406,Meena R. Satam
35407,Enid Satariano
35408,Stephen E. Satchell
35409,Y. S. Sathe
35410,C. Satheesh Kumar
35411,S. Satheesh
35412,Harland N. Sather
35413,S. Sathyanarayana
35414,Mika Sato-ilic
35415,Hiroshi Sato
35416,Hiroyuki Sato
35417,João Sato
35418,Ken-iti Sato
35419,Kodai Sato
35420,Manabu Sato
35421,Masako Sato
35422,Michikazu Sato
35423,Seisho Sato
35424,Toshiyuki Sato
35425,Tosiya Sato
35426,Yasunori Sato
35427,Yoshiharu Sato
35428,Kenichi Satoh
35429,Ville Satopää
35430,Albert Satorra
35431,Subrata Kumar Satpati
35432,Abdus Sattar
35433,Glen A. Satten
35434,Paul Satz
35435,Christophe Saudan
35436,Daniel N. Sauder
35437,John R. Sauer
35438,Willi Sauerbrei
35439,Wilhelm Sauermann
35440,Wolfgang Sauerwein
35441,Martial Saugy
35442,T Saukkonen
35443,Lawrence K. Saul
35444,Erik Sauleau
35445,Helton Saulo
35446,Adrien Saumard
35447,Christopher P. Saunders
35448,Craig Saunders
35449,Gabrielle Saunders
35450,I. W. Saunders
35451,Michael Saunders
35452,Roy Saunders
35453,Sam C. Saunders
35454,James W. Saunoris
35455,Fuensanta Saura
35456,Carme Saurina
35457,Pertti Saurola
35458,Bruno Saussereau
35459,Benoît Saussol
35460,Edward Sausville
35461,Olivier Sautory
35462,O. Sauzet
35463,I. R. Savage
35464,Leonard J. Savage
35465,Victoria Savalei
35466,Elly Savaluny
35467,Rahul Savani
35468,Vippal Savani
35469,Giuseppe Savaré
35470,James E. Savarino
35471,Olga Y. Savchuk
35472,Bogdan Savchynskyy
35473,Jeffrey Saver
35474,Irina N. Savich
35475,Alexia Savignoni
35476,Kay Savik
35477,E Savilahti
35478,Nicholas J. Savill
35479,Benjamin R. Saville
35480,David J. Saville
35481,Nathan E. Savin
35482,Thomas H. Savits
35483,Terrance Savitsky
35484,Igor A. Savkin
35485,Elizabeth Savoca
35486,Catherine Savona
35487,Mladen Savov
35488,Anamaria Savu
35489,Cornelia Savu
35490,Nicolas Savy
35491,Stéphanie Savy
35492,John G. Saw
35493,S H Saw
35494,Sutaip L. C. Saw
35495,Takamitsu Sawa
35496,Christoph Sawade
35497,Amadou Sawadogo
35498,Pathom Sawanpanyalert
35499,Nashat Saweris
35500,Aneta Sawikowska
35501,Shlomo Sawilowsky
35502,Milad Sawiris
35503,Günther Sawitzki
35504,Charles Sawyer
35505,K. R. Sawyer
35506,P. Sawyer
35507,Stanley Sawyer
35508,Anshul Saxena
35509,Ashok K. Saxena
35510,K. M. Lal Saxena
35511,K. P. Saxena
35512,M. C. Saxena
35513,N. C. Saxena
35514,N. P. Saxena
35515,P. C. Saxena
35516,R. R. Saxena
35517,Sharad Saxena
35518,James W. Sayre
35519,Abdolreza Sayyareh
35520,Hakan S. Sazak
35521,V. V. 1 Sazonov
35522,V. V. 2 Sazonov
35523,Giacomo Sbrana
35524,Luisa Scaccia
35525,Daria Scacciatelli
35526,E. Scacciatelli
35527,Michele Scagliarini
35528,A. Scagni
35529,Olivier Scaillet
35530,Lilla Di Scala
35531,G Scaliatomba
35532,A. J. Scallan
35533,A. J. Scallon
35534,Joseph Scanlon
35535,Mauro Scanu
35536,Philip Scarf
35537,Stephen M. Scariano
35538,C. Scarinzi
35539,Bruno Scarpa
35540,Mark R. Scarr
35541,Carl Scarrott
35542,Marco Scarsini
35543,Joseph A. Scazzero
35544,J. L. Scealy
35545,Willem Schaafsma
35546,Stefan Schaal
35547,Bruce Schaalje
35548,G. Bruce Schaalje
35549,Frank Schaarschmidt
35550,Hendrik Schäbe
35551,Oliver Schabenberger
35552,Siegfried Schach
35553,Walter Schachermayer
35554,Alexander Schacht
35555,Timothy Schacker
35556,Richard H. Schactman
35557,Dirk Schadendorf
35558,Martin Schader
35559,Helmut Schaefer
35560,Martin Schaefer
35561,R. L. Schaefer
35562,Gilles Schaeffer
35563,L. R. Schaeffer
35564,Nora Cate Schaeffer
35565,Chad M. Schafer
35566,Christian Schäfer
35567,Christin Schäfer
35568,Daniel W. Schafer
35569,Dominik Schäfer
35570,Helmut Schäfer
35571,Joseph L. Schafer
35572,Juliane Schafer
35573,Martin Schäfer
35574,R. E. Schafer
35575,Kenneth F. Schaffner
35576,Burkhard Schaffrin
35577,Daniel J. Schaid
35578,Catherine Schairer
35579,Manfred Schäl
35580,Robert Schall
35581,Stephanie Schaller
35582,T. Schank
35583,M. Schäper
35584,Bruno Schapira
35585,Robert E. Schapire
35586,Anette Schärf
35587,Daniel Scharfstein
35588,Robert B. Scharpf
35589,Kevin M. Schartz
35590,R. Schassberger
35591,Peter Schatte
35592,Arthur Schatzkin
35593,Martin Schatzoff
35594,Rainer Schaub
35595,Douglas Schaubel
35596,Gunther Schauberger
35597,Johannes Schauer
35598,Moritz Schauer
35599,Tom Schaul
35600,Julia Schaumburg
35601,Patrick Schaumont
35602,Sophie Schbath
35603,Richard L. Scheaffer
35604,Evan S. Schechter
35605,Martin T. Schechter
35606,Edna Schechtman
35607,Gideon Schechtman
35608,Kenneth B. Schechtman
35609,Regine Scheder
35610,Markus Schedl
35611,Ida Scheel
35612,N. J. Scheers
35613,Henry Scheffé
35614,Tobias Scheffer
35615,Bernard Scheffler
35616,Hans-peter Scheffler
35617,Roman Schefzik
35618,Andreas Scheidegger
35619,Ilya Scheidwasser
35620,Thomas Scheike
35621,S J Schein
35622,Katya Scheinberg
35623,Richard Scheines
35624,Markus O. Scheinhardt
35625,Werner Scheinhardt
35626,José Scheinkman
35627,Fabian Scheipl
35628,David D. Schelhaas
35629,Lina Schelin
35630,Dieter Schell
35631,Michael J. Schell
35632,Jürg Schelldorfer
35633,Joop F. P. Schellekens
35634,Joanna Armstrong Schellenberg
35635,François Schellevis
35636,Christian Schellhase
35637,Ilka Schellschmidt
35638,Frank‐peter Schelp
35639,Michael Schemper
35640,Michael Schempr
35641,Luca Schenato
35642,Katherine L. Schenk
